objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
587732156849652222,2888,40,3,25,510,6,114.57209316,21.56931344,16.453613,15.331825,15.113037,15.041302,15.057321,6.070056E-3,3.369817E-3,3.814419E-3,4.303375E-3,4.974861E-3
587732156849652223,2888,40,3,25,511,6,114.56969961,21.56586987,16.835539,15.755713,15.505493,15.425902,15.443954,7.043518E-3,3.51122E-3,3.909708E-3,4.399915E-3,5.546569E-3
587732156849652224,2888,40,3,25,512,3,114.57187796,21.56975379,21.112453,25.115713,24.804266,24.36941,17.840261,0.233867,0.919758,0.977248,0.924374,0.029065
587732156849652225,2888,40,3,25,513,6,114.5733889,21.56898958,22.178829,20.546221,20.076414,19.898197,19.80068,0.21463,0.026072,0.022619,0.025302,0.081165
587732156849652226,2888,40,3,25,514,6,114.56860707,21.56672705,24.46755,24.657909,24.807985,24.36994,21.055662,0.959626,0.610405,0.685382,0.632748,0.243258
587732156849652230,2888,40,3,25,518,6,114.56564076,21.56986043,17.56048,16.443878,16.118467,16.012638,16.003996,0.012231,7.063071E-3,8.47673E-3,9.623499E-3,0.011499
587732156849652234,2888,40,3,25,522,6,114.58692033,21.55332157,15.96597,14.856548,14.634668,14.58087,14.608451,5.104318E-3,3.285693E-3,3.713656E-3,4.22906E-3,4.530532E-3
587732156849652237,2888,40,3,25,525,6,114.58555442,21.55094944,24.211792,24.138355,22.282171,21.008724,20.145374,0.883413,0.451999,0.13536,0.061406,0.108955
587732156849652262,2888,40,3,25,550,6,114.61200746,21.59612428,14.816875,14.654167,14.613209,14.277263,13.686811,5.786767E-3,0.010662,0.011969,0.012619,7.583509E-3
587732156849652282,2888,40,3,25,570,6,114.60903544,21.54485469,19.210518,17.728569,17.202007,17.00647,16.971237,0.024266,5.426697E-3,5.142689E-3,5.592506E-3,0.01076
587732156849652283,2888,40,3,25,571,6,114.6103177,21.54555498,23.067141,20.27079,19.070442,18.687759,18.347473,0.447254,0.020809,0.011626,0.011282,0.025958
587732156849652303,2888,40,3,25,591,6,114.61402746,21.54534464,24.884138,22.227827,20.751579,19.336525,18.613928,0.913901,0.105176,0.041417,0.019214,0.033876
587732156849652322,2888,40,3,25,610,6,114.57645912,21.58294626,18.390951,17.185858,16.685589,16.519505,16.526127,0.019061,5.920142E-3,4.645874E-3,5.037826E-3,9.642259E-3
587732156849652324,2888,40,3,25,612,6,114.575626,21.5856281,19.745779,18.16293,17.582191,17.342712,17.254938,0.033878,6.415305E-3,5.762615E-3,6.206186E-3,0.012622
587732156849652328,2888,40,3,25,616,3,114.57499853,21.58217965,22.521723,22.278492,20.400412,19.435612,18.999325,0.685473,0.252188,0.067898,0.041644,0.101995
587732156849652329,2888,40,3,25,617,3,114.57825826,21.58531917,22.882719,24.741301,21.111599,20.444075,19.978912,0.509185,0.832298,0.067202,0.052623,0.128739
587732156849652331,2888,40,3,25,619,3,114.57414066,21.586113,26.404732,26.371038,22.038179,21.05805,20.482939,0.437944,0.476523,0.14704,0.087069,0.192937
587732156849652334,2888,40,3,25,622,3,114.57553026,21.58058223,23.580673,22.033113,22.753735,21.586227,24.285698,1.329346,0.164604,0.474098,0.24929,0.691115
587732156849652415,2888,40,3,25,703,6,114.57828545,21.59256189,16.229475,15.11774,14.904737,14.84495,14.873817,5.540237E-3,3.367419E-3,3.785037E-3,4.347771E-3,4.782437E-3
587732156849652418,2888,40,3,25,706,6,114.58045716,21.58944332,15.280291,14.838566,14.981215,15.836674,13.994648,4.509403E-3,0.010876,0.011658,0.013817,5.237641E-3
587732156849652419,2888,40,3,25,707,6,114.58049313,21.59235568,17.50989,16.374369,16.051987,15.942788,15.940561,9.488471E-3,3.894226E-3,4.149777E-3,4.735826E-3,6.640444E-3
587732156849652422,2888,40,3,25,710,3,114.58014725,21.58924086,24.617746,25.110752,17.286478,17.02486,22.673838,1.157398,0.801065,0.018577,0.017283,0.760635
587732156849652431,2888,40,3,25,719,6,114.58024889,21.59538059,22.910982,20.737049,19.343744,18.720448,18.37137,0.391692,0.029327,0.013617,0.011541,0.026133
587732156849652433,2888,40,3,25,721,6,114.5782903,21.58795754,23.74509,21.581442,20.339216,19.6556,19.290745,0.718174,0.056756,0.027207,0.021163,0.05332
587732156849652434,2888,40,3,25,722,6,114.58042633,21.59439492,22.929207,21.988745,20.517107,19.804211,19.464914,0.399054,0.079685,0.031052,0.023416,0.06107
587732156849652441,2888,40,3,25,729,6,114.62324595,21.55355278,17.245054,16.13936,15.832475,15.744484,15.745082,8.489828E-3,3.731875E-3,4.031023E-3,4.588928E-3,6.159158E-3
587732156849652450,2888,40,3,25,738,6,114.57586395,21.59573777,25.168747,26.009317,25.252792,22.116394,21.127552,0.82665,0.467395,0.600271,0.156007,0.24616
587732156849652499,2888,40,3,25,787,6,114.5822163,21.5984279,15.874195,14.76499,14.545421,14.484044,14.51245,4.910099E-3,3.312563E-3,3.74605E-3,4.285534E-3,4.483469E-3
587732156849652500,2888,40,3,25,788,6,114.58067324,21.59809015,18.556339,17.041155,16.515852,16.314829,16.241581,0.016643,4.718304E-3,4.454239E-3,4.947287E-3,7.549194E-3
587732156849652501,2888,40,3,25,789,6,114.58248294,21.6009586,21.123787,19.044603,18.276363,17.980141,17.842766,0.091371,9.804695E-3,7.605575E-3,7.9098E-3,0.018088
587732156849652502,2888,40,3,25,790,6,114.58327553,21.59903292,24.582134,22.306721,21.766991,20.662745,20.297962,0.939072,0.113411,0.090473,0.046642,0.122559
587732156849652517,2888,40,3,25,805,6,114.62554278,21.55991469,17.638586,16.517258,16.177662,16.07906,16.03867,0.010195,3.949719E-3,4.215334E-3,4.805585E-3,6.910877E-3
587732156849652518,2888,40,3,25,806,6,114.62409334,21.55821242,25.811169,26.057365,23.156919,22.336647,21.123648,0.548923,0.432762,0.285777,0.190247,0.249223
587732156849652521,2888,40,3,25,809,6,114.6287127,21.5585776,17.865482,16.688456,16.321131,16.20837,16.187145,0.011461,4.079656E-3,4.28116E-3,4.808619E-3,7.341251E-3
587732156849652522,2888,40,3,25,810,6,114.62786834,21.55744759,23.5371,25.085791,22.419247,21.179451,20.461823,0.65905,0.624018,0.156308,0.071959,0.14549
587732156849652525,2888,40,3,25,813,6,114.59149892,21.59746369,15.347995,18.676405,15.572957,25.383972,12.26828,4.456433E-3,0.037385,0.013108,1.899698,4.896381E-3
587732156849652528,2888,40,3,25,816,3,114.59052896,21.59673016,17.399803,15.824714,15.588432,15.382628,15.062199,0.014789,3.452367E-3,3.979834E-3,4.352829E-3,5.570472E-3
587732156849652530,2888,40,3,25,818,6,114.58897739,21.6011887,17.987549,16.80842,16.435946,16.308903,16.28347,0.012063,4.179155E-3,4.360923E-3,4.876619E-3,7.621096E-3
587732156849652532,2888,40,3,25,820,6,114.5894198,21.59593979,20.230684,18.510191,17.827436,17.548971,17.452579,0.047296,7.634244E-3,6.338125E-3,6.785268E-3,0.014232
587732156849652535,2888,40,3,25,823,3,114.59108319,21.59913798,21.688643,17.009924,16.034351,15.790925,16.102148,1.014559,0.010863,6.908575E-3,7.066739E-3,0.023725
587732156849652539,2888,40,3,25,827,6,114.58921238,21.60300002,25.65205,22.745659,21.330891,20.198681,19.678112,0.620053,0.150242,0.059689,0.03133,0.072592
587732156849652540,2888,40,3,25,828,3,114.58698399,21.59793908,26.513306,21.550077,19.970314,19.443384,19.176189,0.632904,0.104033,0.036849,0.032855,0.094264
587732156849652541,2888,40,3,25,829,3,114.59143965,21.60164126,26.515274,21.734888,22.932587,23.199013,19.570362,1.462327,0.276561,1.202824,2.059605,0.312792
587732156849652543,2888,40,3,25,831,3,114.59656172,21.59691469,26.406841,20.591051,19.310143,19.613474,19.787603,2.019266,0.125467,0.056095,0.105659,0.464018
587732156849652545,2888,40,3,25,833,3,114.59368397,21.60025645,23.863457,22.720654,22.249647,20.744535,21.353693,2.107431,0.41277,0.397297,0.145245,0.91611
587732156849652556,2888,40,3,25,844,6,114.62436607,21.58078595,16.019659,15.604628,12.509645,15.652442,13.113647,6.603894E-3,0.01102,1.357137E-3,0.013767,6.523326E-3
587732156849652559,2888,40,3,25,847,6,114.62987115,21.57624486,17.125116,16.003584,15.708925,15.622194,15.621893,7.96527E-3,3.689836E-3,4.026594E-3,4.487387E-3,5.881662E-3
587732156849652561,2888,40,3,25,849,3,114.62400117,21.58052196,24.617064,17.132334,18.768866,17.249842,22.832176,5.154015,0.0165,0.047436,0.0206,5.319651
587732156849652562,2888,40,3,25,850,6,114.62185051,21.58398846,18.444511,16.926435,16.383207,16.241566,16.129164,0.01543,4.317425E-3,4.327646E-3,4.644919E-3,7.173867E-3
587732156849652563,2888,40,3,25,851,6,114.62458323,21.5809709,17.7139,17.325521,24.8013,18.110962,15.780343,0.013327,0.016532,2.830639,0.024308,8.989933E-3
587732156849652564,2888,40,3,25,852,3,114.62429307,21.58066567,24.617292,18.738091,18.435417,18.665712,22.832245,8.54981,0.043153,0.052925,0.06159,8.783429
587732156849652567,2888,40,3,25,855,6,114.62442515,21.57368463,18.897358,17.524122,17.04546,16.865252,16.826721,0.020164,5.126166E-3,4.946518E-3,5.433339E-3,9.966407E-3
587732156849652577,2888,40,3,25,865,6,114.62399256,21.57020973,24.770607,22.887112,21.570269,20.601944,20.057808,0.950286,0.169448,0.073608,0.043269,0.100481
587732156849652578,2888,40,3,25,866,6,114.62560235,21.5848413,25.158859,23.42733,22.018988,20.583797,20.197519,0.899593,0.287111,0.117621,0.046286,0.123139
587732156849652579,2888,40,3,25,867,6,114.62411689,21.57140757,25.498192,22.68634,21.725878,20.690603,20.053972,0.695139,0.142938,0.083873,0.04648,0.100335
587732156849652580,2888,40,3,25,868,6,114.62827728,21.57763343,25.256697,24.142965,22.19569,20.944664,20.37689,0.797566,0.451801,0.125444,0.057437,0.131707
587732156849652583,2888,40,3,25,871,6,114.63003495,21.56764784,15.994956,14.881802,14.668966,14.617783,14.64764,5.111041E-3,3.351166E-3,3.760152E-3,4.232428E-3,4.572549E-3
587732156849652584,2888,40,3,25,872,6,114.62877893,21.56473808,19.103758,17.699116,17.173626,16.981401,16.884493,0.022757,5.376314E-3,5.110221E-3,5.588153E-3,0.010269
587732156849652585,2888,40,3,25,873,6,114.63049492,21.5692915,24.076418,25.103214,21.816816,20.09128,19.582773,0.852368,0.617741,0.09233,0.028926,0.067696
587732156849652586,2888,40,3,25,874,6,114.6308297,21.57015487,24.475359,23.205973,22.439291,21.323141,20.992636,1.008378,0.231061,0.166885,0.085495,0.239107
587732156849652645,2888,40,3,25,933,6,114.59825124,21.5992496,17.609304,16.37467,15.958795,15.812374,15.777551,9.956796E-3,3.855421E-3,4.095992E-3,4.571852E-3,6.224013E-3
587732156849652646,2888,40,3,25,934,6,114.59859456,21.60138676,25.943455,23.282963,22.08596,20.868961,20.429939,0.509668,0.237668,0.113227,0.053728,0.137423
587732156849652647,2888,40,3,25,935,6,114.59725289,21.60130296,23.844542,25.034319,22.860615,22.258665,21.954983,0.775757,0.640212,0.220158,0.175847,0.449893
587732156849652672,2888,40,3,25,960,6,114.59910483,21.60587539,22.018925,22.605238,22.879578,22.269361,21.97084,0.194211,0.137092,0.231386,0.183808,0.469375
587732156849652708,2888,40,3,25,996,6,114.60368714,21.60074988,16.60396,15.510672,15.27102,15.212463,15.455976,6.488398E-3,3.503264E-3,3.857938E-3,4.385883E-3,5.449662E-3
587732156849652720,2888,40,3,25,1008,6,114.62282595,21.58662132,19.425755,17.916216,17.364477,17.181887,17.108736,0.027548,5.827896E-3,5.420567E-3,5.903322E-3,0.01158
587732156849652721,2888,40,3,25,1009,6,114.62353658,21.58722959,24.776222,24.397635,22.024607,21.686764,21.314213,0.945739,0.530102,0.109139,0.108073,0.289155
587732156849652776,2888,40,3,25,1064,6,114.62655479,21.59137317,16.22604,15.123935,14.91122,14.852605,14.875914,5.514486E-3,3.394946E-3,3.811167E-3,4.286062E-3,4.793872E-3
587732156849652777,2888,40,3,25,1065,6,114.62587264,21.58911443,24.831926,23.091948,22.229454,20.74155,19.87244,0.958483,0.202495,0.131866,0.049296,0.087536
587732156849653195,2888,40,3,25,1483,6,114.582574,21.54959528,21.157782,18.990383,18.211763,17.932798,17.774393,0.093093,9.68697E-3,7.520378E-3,7.878247E-3,0.017915
587732156849653201,2888,40,3,25,1489,6,114.56862523,21.56280107,22.833704,20.6063,19.391523,18.894003,18.662384,0.359834,0.026524,0.013982,0.012709,0.032578
587732156849653202,2888,40,3,25,1490,6,114.56967053,21.56264269,24.722313,23.889629,21.992346,20.883047,20.489613,0.918185,0.380968,0.104186,0.054707,0.145251
587732156849653225,2888,40,3,25,1513,6,114.57428602,21.57282311,22.920687,20.473942,19.277102,18.787327,18.520931,0.394677,0.024257,0.013081,0.012025,0.029324
587732156849653474,2888,40,3,25,1762,6,114.61794716,21.55135414,22.920723,21.805069,20.326241,19.717329,19.45668,0.402364,0.066402,0.027217,0.022387,0.061556
587732156849653495,2888,40,3,25,1783,6,114.62047338,21.59763199,24.305777,21.870527,20.36249,19.58396,19.159767,0.917099,0.071252,0.028054,0.020036,0.047639
587732156849653565,2888,40,3,25,1853,6,114.58630083,21.54891738,24.125607,22.277481,20.607485,19.696255,19.174242,0.853892,0.100799,0.033527,0.022142,0.048801
587732156849653567,2888,40,3,25,1855,6,114.57324592,21.56393349,24.931854,23.21797,21.507355,20.016571,19.25565,0.890331,0.225593,0.069062,0.027617,0.051829
587732156849653569,2888,40,3,25,1857,6,114.57300306,21.5660274,26.25564,23.055532,21.420137,20.141594,19.570602,0.386303,0.201311,0.065661,0.030994,0.068661
587732156849653570,2888,40,3,25,1858,6,114.57453281,21.56638682,24.799438,24.8083,23.515306,21.669621,21.079975,0.92715,0.618999,0.374734,0.107397,0.240481
587732156849653596,2888,40,3,25,1884,6,114.60778085,21.59940902,25.587234,22.100807,20.525827,19.798288,19.455925,0.653844,0.086822,0.031194,0.023329,0.060503
587732156849653598,2888,40,3,25,1886,6,114.62897076,21.58788775,24.092842,22.514454,20.91585,20.028011,19.617964,0.866577,0.121687,0.042672,0.027716,0.069491
587732156849653772,2888,40,3,25,2060,6,114.6209024,21.55538713,22.691719,21.779606,21.217194,21.140978,21.244081,0.35697,0.069737,0.059065,0.074745,0.298761
587732156849653791,2888,40,3,25,2079,3,114.62619599,21.56674692,22.396639,21.923819,20.909239,20.258358,19.512587,0.312495,0.09066,0.053224,0.041803,0.07994
587732156849653805,2888,40,3,25,2093,6,114.61831982,21.59183038,25.302525,22.783468,21.234276,20.393148,20.069471,0.790191,0.154675,0.055264,0.036409,0.1014
587732156849654013,2888,40,3,25,2301,6,114.58917759,21.54887185,25.463369,26.479452,22.670525,21.55611,20.804241,0.696414,0.329069,0.189995,0.098643,0.191437
587732156849654028,2888,40,3,25,2316,6,114.57293178,21.59098458,23.95965,23.680603,21.796684,20.863493,20.798019,0.799425,0.327663,0.088303,0.053879,0.187381
587732156849654030,2888,40,3,25,2318,6,114.57340657,21.59327854,23.67761,25.471258,22.516304,22.150373,22.555935,0.709697,0.627725,0.171921,0.170257,0.604402
587732156849654041,2888,40,3,25,2329,6,114.6258758,21.55752059,26.084497,23.832132,21.658197,20.779863,20.203558,0.44113,0.358951,0.080201,0.05108,0.115704
587732156849654046,2888,40,3,25,2334,6,114.62408205,21.56455008,26.494726,24.094288,21.77812,20.717691,19.997341,0.309686,0.430627,0.08823,0.047987,0.096106
587732156849654064,2888,40,3,25,2352,6,114.61932945,21.58877361,24.895815,25.027058,22.415339,21.468637,20.881891,0.925292,0.632821,0.15189,0.089174,0.20247
587732156849654072,2888,40,3,25,2360,6,114.6230287,21.5932956,23.856436,23.989302,22.018339,20.811251,20.055229,0.767189,0.404287,0.107245,0.050962,0.100169
587732156849654213,2888,40,3,25,2501,6,114.59119385,21.5464586,25.584999,24.235703,23.091429,21.305058,20.494715,0.650877,0.479207,0.271283,0.079493,0.147008
587732156849654219,2888,40,3,25,2507,6,114.57039945,21.57180577,25.689278,25.892735,23.538506,21.997057,22.33794,0.598006,0.502523,0.379506,0.141929,0.546654
587732156849654226,2888,40,3,25,2514,3,114.57259751,21.58029227,26.232006,27.27487,22.561205,21.275684,20.896351,0.763684,0.333348,0.34307,0.157192,0.409955
587732156849654232,2888,40,3,25,2520,3,114.57315018,21.58341135,27.520222,26.171387,20.66186,20.16914,25.113214,0.589935,2.041522,0.154156,0.143756,0.750161
587732156849654236,2888,40,3,25,2524,6,114.61782506,21.54735428,24.429787,24.175508,23.617092,22.345304,21.47345,0.950854,0.451623,0.409611,0.1933,0.330332
587732156849654239,2888,40,3,25,2527,6,114.62045443,21.54924897,25.277117,26.328526,24.711693,22.496195,21.63711,0.786892,0.356933,0.663545,0.21959,0.373649
587732156849654255,2888,40,3,25,2543,6,114.6266874,21.57256365,26.421925,24.266846,23.03096,21.451582,20.987648,0.350164,0.498564,0.270611,0.09349,0.233363
587732156849654258,2888,40,3,25,2546,6,114.59386695,21.60465966,25.728691,23.764986,23.373199,22.144079,21.490574,0.614175,0.363126,0.351528,0.167805,0.343781
587732156849654273,2888,40,3,25,2561,6,114.61747805,21.59976764,23.705576,23.136763,22.903883,21.864567,21.534929,0.704691,0.207473,0.227165,0.124134,0.337978
587732156849651950,2888,40,3,25,238,6,114.57595982,21.53504644,15.644536,15.342414,14.892788,12.171426,13.189363,6.392813E-3,0.010757,0.010931,1.036197E-3,6.91947E-3
587732156849651952,2888,40,3,25,240,6,114.5746604,21.5361223,18.07004,16.924507,16.516174,16.395283,16.828035,0.012825,4.547051E-3,4.610822E-3,5.156488E-3,0.011101
587732156849651954,2888,40,3,25,242,3,114.57507196,21.53459436,20.941658,18.630493,17.901308,17.525265,22.830866,0.085787,0.012256,8.793854E-3,7.991123E-3,0.611531
587732156849651958,2888,40,3,25,246,3,114.58127907,21.53445893,25.037703,24.716572,22.995937,22.001196,23.090261,1.013248,0.712955,0.305849,0.178361,0.721918
587732156849651960,2888,40,3,25,248,3,114.57205403,21.53707657,22.783232,24.592611,23.864721,21.206711,23.882969,0.799599,1.412736,1.269032,0.207825,1.07332
587732156849651984,2888,40,3,25,272,6,114.58758828,21.53355339,20.179747,18.229725,17.372391,17.042603,16.873652,0.045014,6.572934E-3,5.377636E-3,5.668188E-3,0.0102
587732156849651986,2888,40,3,25,274,6,114.58581764,21.53208266,24.130222,21.917543,20.597416,19.075144,18.354855,0.859258,0.073661,0.033296,0.014326,0.026275
587732156849651987,2888,40,3,25,275,6,114.58436699,21.53006626,24.052467,22.396345,20.949289,19.980791,19.601124,0.835734,0.11137,0.044659,0.027335,0.070679
587732156849651995,2888,40,3,25,283,6,114.56711988,21.54187056,18.873283,17.543413,17.057026,16.869017,16.835325,0.019537,5.064068E-3,4.916481E-3,5.4279E-3,0.010016
587732156849651996,2888,40,3,25,284,3,114.56572055,21.54062491,21.23431,20.83078,20.312317,20.545147,20.220436,0.108239,0.034145,0.029556,0.048439,0.135619
587732156849651997,2888,40,3,25,285,3,114.56589273,21.54205395,23.530815,22.440973,21.588919,21.006618,21.105877,0.868085,0.164536,0.107819,0.090258,0.363214
587732156849652010,2888,40,3,25,298,6,114.55532048,21.55546219,19.631563,18.093275,17.51152,17.299759,17.217798,0.030749,6.186198E-3,5.628351E-3,6.099472E-3,0.012307
587732156849652016,2888,40,3,25,304,6,114.57391643,21.54563474,16.001535,14.876709,14.666539,14.607897,14.630684,5.175164E-3,3.30606E-3,3.737609E-3,4.213112E-3,4.508697E-3
587732156849652017,2888,40,3,25,305,6,114.57124332,21.54338834,16.20434,15.100903,14.886654,14.821493,14.856702,5.551169E-3,3.340385E-3,3.775141E-3,4.244398E-3,4.726514E-3
587732156849652018,2888,40,3,25,306,6,114.57433242,21.5495841,17.79207,16.65498,16.299414,16.17893,16.158871,0.010899,4.016151E-3,4.262216E-3,4.777173E-3,7.238068E-3
587732156849652019,2888,40,3,25,307,6,114.57552257,21.55113673,19.02424,17.939436,17.593327,17.479515,17.459995,0.021343,5.835222E-3,5.788682E-3,6.466078E-3,0.014292
587732156849652020,2888,40,3,25,308,6,114.57357001,21.55138567,21.721916,19.597954,18.662752,18.296904,18.107822,0.144535,0.013457,9.196348E-3,9.168812E-3,0.02186
587732156849652021,2888,40,3,25,309,6,114.57286424,21.54674202,23.453836,20.251787,19.157856,18.69404,18.537781,0.577954,0.021416,0.012358,0.011377,0.029766
587732156849652022,2888,40,3,25,310,6,114.57074979,21.54571459,23.046465,23.464947,22.779978,21.228922,20.658558,0.430161,0.271995,0.205745,0.073293,0.168475
587732156849652026,2888,40,3,25,314,6,114.56415281,21.5517883,16.367018,15.268631,15.049848,14.987505,15.017703,5.875647E-3,3.384157E-3,3.815826E-3,4.284736E-3,4.923891E-3
587732156849652027,2888,40,3,25,315,6,114.56555375,21.55384967,24.19912,21.701015,20.236717,19.550591,19.186235,0.861252,0.061821,0.024929,0.019456,0.049111
587732156849652035,2888,40,3,25,323,6,114.55114379,21.56521133,19.467632,17.941183,17.392977,17.189407,17.127802,0.028336,5.99235E-3,5.450115E-3,5.899312E-3,0.011832
587732156849652038,2888,40,3,25,326,6,114.56623008,21.55855394,18.604671,17.266077,16.748274,16.547085,16.477245,0.016708,4.647461E-3,4.593895E-3,5.028886E-3,8.32619E-3
587732156849652039,2888,40,3,25,327,6,114.56054947,21.55760606,18.089991,17.047079,16.812023,16.720783,16.723925,0.012688,4.380179E-3,4.665838E-3,5.232962E-3,9.432759E-3
587732156849652040,2888,40,3,25,328,6,114.56092326,21.55486848,21.608566,19.161989,18.131109,17.743637,17.565928,0.132342,0.010424,7.107757E-3,7.119187E-3,0.015245
587732156849652041,2888,40,3,25,329,6,114.56401029,21.55788327,20.822977,18.837793,18.101217,17.81222,17.674578,0.070545,8.764855E-3,7.016566E-3,7.302664E-3,0.016304
587732156849652042,2888,40,3,25,330,6,114.56233769,21.55591206,22.33112,19.978487,18.835163,18.320482,18.060728,0.239892,0.017095,0.010032,9.211869E-3,0.02107
587732156849652043,2888,40,3,25,331,6,114.56197768,21.55957077,23.554281,22.228096,20.604408,19.654989,19.141108,0.627025,0.096825,0.033123,0.021026,0.047484
587732156849652044,2888,40,3,25,332,6,114.55987344,21.55904282,23.812519,23.227489,21.306456,20.153152,19.529125,0.735351,0.228349,0.058822,0.030884,0.065586
587732156849652053,2888,40,3,25,341,6,114.57853456,21.54196783,18.940313,17.572283,17.08983,16.987314,16.863825,0.020282,5.140418E-3,4.983328E-3,5.430822E-3,0.010174
587732156849652054,2888,40,3,25,342,6,114.57768694,21.54071399,24.85914,24.63945,22.925961,21.023005,20.178034,0.920687,0.591267,0.240232,0.06343,0.114452
587732156849652070,2888,40,3,25,358,6,114.61568208,21.53150125,22.516703,20.899223,19.525173,19.007519,18.752817,0.284662,0.032213,0.015298,0.013669,0.03528
587732156849652094,2888,40,3,25,382,6,114.55416215,21.56901221,18.818874,17.390009,16.868509,16.656862,16.583887,0.019324,4.865559E-3,4.700184E-3,5.141662E-3,8.965837E-3
587732156849652097,2888,40,3,25,385,6,114.55112396,21.57172267,18.511683,17.269619,16.825169,16.660187,16.621469,0.015903,4.664309E-3,4.680601E-3,5.175078E-3,8.915896E-3
587732156849652098,2888,40,3,25,386,6,114.55026655,21.57304473,25.372646,24.429874,24.214062,21.989027,21.052788,0.785112,0.573816,0.625822,0.155251,0.253758
587732156849652100,2888,40,3,25,388,6,114.60081426,21.52774462,19.542974,18.038561,17.467861,17.254097,17.16007,0.030605,6.194444E-3,5.571814E-3,6.048233E-3,0.012198
587732156849652103,2888,40,3,25,391,6,114.60026114,21.5374205,15.297399,14.929905,14.983361,14.392312,21.181936,5.527204E-3,0.01025,0.011686,0.011283,0.834983
587732156849652106,2888,40,3,25,394,6,114.59873868,21.53681099,16.640011,14.992887,14.35551,14.11997,14.102205,8.121481E-3,3.455609E-3,3.624698E-3,4.059979E-3,4.449034E-3
587732156849652111,2888,40,3,25,399,6,114.59673451,21.53764002,16.19611,15.105304,14.879676,14.811592,14.843379,5.539948E-3,3.398945E-3,3.770425E-3,4.271957E-3,4.718231E-3
587732156849652112,2888,40,3,25,400,6,114.59384935,21.53577833,16.270966,15.128921,14.872157,14.776526,14.782928,5.687023E-3,3.36027E-3,3.768561E-3,4.250694E-3,4.645866E-3
587732156849652115,2888,40,3,25,403,6,114.59361059,21.54132706,17.172525,16.005964,15.636615,15.506042,15.48262,8.178413E-3,3.608781E-3,3.932296E-3,4.421705E-3,5.602936E-3
587732156849652116,2888,40,3,25,404,6,114.60367529,21.53952619,17.016706,15.947159,15.659217,15.588615,15.568063,7.67796E-3,3.639019E-3,3.96805E-3,4.556758E-3,5.773489E-3
587732156849652119,2888,40,3,25,407,3,114.59938795,21.53707236,15.176484,15.217802,15.084559,17.668476,13.454471,4.535043E-3,0.011612,0.012033,0.027248,3.594841E-3
587732156849652126,2888,40,3,25,414,6,114.60386019,21.53497346,18.844666,17.535431,17.03945,16.845358,16.798332,0.019581,5.063875E-3,4.915891E-3,5.372392E-3,9.784775E-3
587732156849652127,2888,40,3,25,415,6,114.59076167,21.54270339,19.780626,17.920784,17.201305,16.938753,16.816864,0.034472,5.811361E-3,5.132348E-3,5.537441E-3,9.908444E-3
587732156849652130,2888,40,3,25,418,6,114.58444319,21.54520157,17.418789,16.074793,15.589296,15.408613,15.350905,9.129536E-3,3.668888E-3,3.935803E-3,4.381691E-3,5.37611E-3
587732156849652161,2888,40,3,25,449,6,114.60489863,21.53056144,19.30438,17.844631,17.286179,17.067322,17.007332,0.025753,5.63579E-3,5.252101E-3,5.723967E-3,0.010971
587732156849652162,2888,40,3,25,450,6,114.60387766,21.53076391,24.271471,22.835285,21.584412,20.566565,20.362999,0.927775,0.172086,0.083197,0.045554,0.137082
587732156849652166,2888,40,3,25,454,6,114.5633084,21.57957929,15.431557,14.239692,14.643691,15.225818,13.820324,4.699165E-3,3.426995E-3,0.011466,0.012634,4.484811E-3
587732156849652167,2888,40,3,25,455,6,114.56244982,21.57968275,15.732118,14.650389,14.390893,14.291938,14.409691,4.956679E-3,3.317358E-3,3.647808E-3,4.086117E-3,4.563064E-3
587732156849652168,2888,40,3,25,456,6,114.5623841,21.5843955,16.244854,15.112154,14.831307,14.721178,14.878067,6.182365E-3,3.39687E-3,3.68042E-3,4.050231E-3,5.664587E-3
587732156849652169,2888,40,3,25,457,6,114.55595896,21.57592004,16.767769,15.684808,15.437437,15.359371,15.384393,6.85065E-3,3.462123E-3,3.873626E-3,4.378664E-3,5.413596E-3
587732156849652170,2888,40,3,25,458,6,114.55179495,21.58247244,18.093618,16.549334,15.987245,15.801165,15.736001,0.012722,3.927346E-3,4.063288E-3,4.55999E-3,6.090397E-3
587732156849652171,2888,40,3,25,459,6,114.56276463,21.58302868,15.663108,14.744091,13.678604,13.367366,12.456124,7.301265E-3,0.010429,6.542903E-3,6.841261E-3,0.011013
587732156849652178,2888,40,3,25,466,6,114.56083825,21.58875016,23.372286,20.450813,19.085287,18.411678,18.225925,0.56935,0.024292,0.011759,9.6815E-3,0.024236
587732156849652179,2888,40,3,25,467,6,114.56747049,21.58776643,22.674036,20.028341,18.939056,18.541128,18.264816,0.317823,0.017836,0.010669,0.010445,0.024268
587732156849652181,2888,40,3,25,469,3,114.55942893,21.58080678,17.414587,17.98937,16.395947,15.087214,16.843636,0.288424,0.222475,0.078603,0.050826,0.239237
587732156849652182,2888,40,3,25,470,6,114.56092322,21.57431345,24.062222,25.109797,20.709803,19.506435,19.369558,0.827705,0.638149,0.035999,0.018922,0.057275
587732156849652184,2888,40,3,25,472,3,114.5642171,21.59176652,24.164999,25.584148,23.964502,23.721058,18.141096,2.934776,2.082264,1.977864,2.060687,0.064602
