objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
587732156849652256,2888,40,3,25,544,6,114.6083738,21.5675095,15.784501,14.690728,14.457221,14.385362,14.407994,4.782534E-3,3.317967E-3,3.73948E-3,4.264622E-3,4.391388E-3
587732156849652257,2888,40,3,25,545,6,114.60906714,21.57024141,15.572718,14.444209,14.606773,14.651303,14.122121,4.584587E-3,3.379937E-3,0.011465,0.01192,4.447718E-3
587732156849652258,2888,40,3,25,546,6,114.60009173,21.56701591,15.793733,14.639131,14.389544,14.493701,14.335276,4.801668E-3,3.286677E-3,3.693902E-3,4.83366E-3,4.324718E-3
587732156849652261,2888,40,3,25,549,6,114.60362388,21.56466678,15.719307,14.612678,14.416305,14.369925,14.358449,4.678737E-3,3.219057E-3,3.655659E-3,4.168259E-3,4.244371E-3
587732156849652263,2888,40,3,25,551,6,114.59937616,21.58175939,15.918205,14.842023,14.655993,14.588148,14.578372,5.089537E-3,3.138233E-3,3.570348E-3,3.996703E-3,4.412792E-3
587732156849652268,2888,40,3,25,556,6,114.60898153,21.57783328,14.860926,15.028104,14.780254,15.302252,14.157604,4.189485E-3,0.010728,0.011414,0.012678,4.818584E-3
587732156849652271,2888,40,3,25,559,6,114.60281866,21.58422524,16.838366,15.742747,15.485204,15.410924,15.417694,7.008862E-3,3.538668E-3,3.938634E-3,4.474118E-3,5.539092E-3
587732156849652366,2888,40,3,25,654,6,114.58877556,21.57589729,16.071648,14.96178,14.750682,14.694709,14.720698,5.250593E-3,3.329356E-3,3.756191E-3,4.307139E-3,4.638417E-3
587732156849652385,2888,40,3,25,673,6,114.59293982,21.57707708,18.328606,17.084051,16.663277,16.514391,16.488522,0.014457,4.460068E-3,4.529695E-3,5.094995E-3,8.468583E-3
587732156849652392,2888,40,3,25,680,6,114.59150198,21.57748182,25.217133,25.38999,23.330139,21.805796,20.949087,0.821066,0.623661,0.32807,0.12143,0.216423
587732156849652416,2888,40,3,25,704,6,114.59075715,21.58005715,16.469799,15.357302,15.116466,15.046404,15.078497,6.102137E-3,3.469471E-3,3.842965E-3,4.373525E-3,5.068762E-3
587732156849652420,2888,40,3,25,708,6,114.59316619,21.58148033,17.901678,16.705544,16.267117,16.087715,16.007711,0.011553,4.085419E-3,4.207964E-3,4.651033E-3,6.793266E-3
587732156849652424,2888,40,3,25,712,6,114.59217254,21.57993072,19.493265,17.785568,17.118135,16.863825,16.754292,0.029234,5.680742E-3,5.084852E-3,5.452328E-3,9.651778E-3
587732156849652428,2888,40,3,25,716,3,114.59070897,21.58082355,20.409611,18.567963,17.951099,17.605806,17.546787,0.077568,0.012579,9.029244E-3,8.359582E-3,0.018936
587732156849652122,2888,40,3,25,410,6,114.60730237,21.55984635,17.933559,16.63101,16.192087,16.028971,15.980422,0.011765,4.026539E-3,4.20136E-3,4.720501E-3,6.748084E-3
587732156849652252,2888,40,3,25,540,6,114.61042536,21.58273833,15.69785,14.557354,14.298507,14.947425,14.219837,4.6402E-3,3.311428E-3,3.745306E-3,0.012064,4.283478E-3
587732156849652254,2888,40,3,25,542,6,114.59341436,21.56294362,16.607658,14.958091,14.337993,14.092965,14.001313,6.440427E-3,3.360585E-3,3.666115E-3,4.12055E-3,4.12555E-3
587732156849652259,2888,40,3,25,547,6,114.60540108,21.56382896,15.821727,14.689857,14.457276,14.309732,14.387166,4.906306E-3,3.324503E-3,3.780553E-3,4.170484E-3,4.369297E-3
587732156849652260,2888,40,3,25,548,6,114.58493493,21.56709042,15.848883,14.730742,14.507276,14.449322,14.46667,4.90079E-3,3.271053E-3,3.711818E-3,4.267746E-3,4.412557E-3
587732156849652264,2888,40,3,25,552,3,114.60171922,21.58862861,15.826238,14.737447,14.540695,14.516625,14.481237,4.707642E-3,2.930492E-3,3.315814E-3,3.812452E-3,4.190744E-3
587732156849652265,2888,40,3,25,553,6,114.60702075,21.58458192,16.70923,15.429285,14.99019,14.834416,14.790246,6.65592E-3,3.467704E-3,3.820688E-3,4.294775E-3,4.725454E-3
587732156849652266,2888,40,3,25,554,6,114.58779222,21.56939394,16.428501,15.306454,15.047666,14.962011,14.986788,5.996216E-3,3.397731E-3,3.794765E-3,4.294115E-3,4.903038E-3
587732156849652267,2888,40,3,25,555,6,114.59470979,21.5614769,16.431814,15.306978,15.047056,14.963474,14.987217,6.005033E-3,3.411483E-3,3.793459E-3,4.277546E-3,4.910227E-3
587732156849652272,2888,40,3,25,560,6,114.59027969,21.56425585,15.553333,14.419985,10.949651,10.657778,11.007327,7.069509E-3,0.010899,7.059732E-4,9.394779E-4,3.326842E-3
587732156849652327,2888,40,3,25,615,6,114.5847854,21.5825098,25.593897,23.296915,21.500736,20.452185,20.125881,0.655027,0.244723,0.069275,0.038837,0.106383
587732156849652333,2888,40,3,25,621,6,114.58313773,21.57899002,23.783226,23.009098,22.800747,22.377872,23.513325,0.738844,0.191031,0.210935,0.197773,0.496179
587732156849652367,2888,40,3,25,655,6,114.5867602,21.57734259,16.856766,15.780656,15.524003,15.442449,15.462729,7.072444E-3,3.569461E-3,3.934167E-3,4.50244E-3,5.625434E-3
587732156849652368,2888,40,3,25,656,6,114.58579403,21.57841177,21.950226,19.717583,18.624842,18.133829,17.828308,0.178767,0.014869,9.240142E-3,8.576194E-3,0.018147
587732156849652369,2888,40,3,25,657,6,114.58554027,21.57969033,24.367905,25.463865,22.660757,21.382349,20.749229,0.964496,0.63111,0.19445,0.08742,0.189187
587732156849652414,2888,40,3,25,702,6,114.58953687,21.58473277,15.895616,15.443977,15.148745,15.23103,13.303761,6.040088E-3,0.011813,0.011689,0.012788,7.0506E-3
587732156849652421,2888,40,3,25,709,6,114.58979449,21.58130957,17.962444,16.846632,16.509153,16.365484,16.33485,0.01198,4.395847E-3,4.538417E-3,5.020542E-3,7.916789E-3
587732156849652423,2888,40,3,25,711,6,114.59312827,21.58414846,18.505821,17.236034,16.805027,16.633579,16.570887,0.01598,4.689179E-3,4.721482E-3,5.2276E-3,8.835017E-3
587732156849652425,2888,40,3,25,713,6,114.58831204,21.58630717,19.318546,17.72201,17.090942,16.846703,16.725641,0.025991,5.571622E-3,5.039716E-3,5.495965E-3,9.56816E-3
587732156849652426,2888,40,3,25,714,6,114.58816004,21.5823007,21.322268,18.919962,17.969334,17.535221,17.302019,0.106898,9.246533E-3,6.673677E-3,6.600437E-3,0.012995
587732156849652427,2888,40,3,25,715,6,114.59369855,21.58493201,20.197742,18.436489,17.804703,17.54287,17.407196,0.046847,7.796863E-3,6.497617E-3,6.805387E-3,0.014122
587732156849652429,2888,40,3,25,717,6,114.58874612,21.58566428,21.307451,18.784983,18.338615,17.990334,17.426378,0.114134,0.011877,0.010235,9.837622E-3,0.016469
587732156849652435,2888,40,3,25,723,6,114.5898464,21.58708912,25.750469,23.63307,21.345982,20.044312,19.28425,0.730719,0.409172,0.079122,0.035775,0.065735
587732156849652436,2888,40,3,25,724,3,114.58733377,21.58463343,21.863005,19.765461,18.679968,17.993078,17.225025,0.570306,0.04813,0.028114,0.020563,0.044061
587732156849652437,2888,40,3,25,725,6,114.5868868,21.5853878,25.084433,25.111441,24.805464,22.987701,20.492275,0.878004,0.687555,0.711168,0.358815,0.151803
587732156849652576,2888,40,3,25,864,6,114.61659336,21.57352143,24.82416,21.683697,20.080276,19.45063,19.239889,0.942204,0.062557,0.02336,0.019308,0.05163
587732156849653274,2888,40,3,25,1562,6,114.61404977,21.57071628,20.153465,18.386425,17.730587,17.517529,17.378923,0.045913,7.25366E-3,6.26686E-3,6.714439E-3,0.013869
587732156849653279,2888,40,3,25,1567,6,114.59639075,21.58931764,21.834017,19.661718,18.716774,18.359608,18.174913,0.161708,0.01444,9.602227E-3,9.53327E-3,0.023066
587732156849654021,2888,40,3,25,2309,6,114.58456532,21.57461437,25.389256,24.607285,22.405134,21.92717,22.120031,0.741933,0.589172,0.151111,0.134954,0.500323
587732156849654023,2888,40,3,25,2311,6,114.6010353,21.56101322,24.813257,24.408476,22.712151,23.591557,24.285826,0.937253,0.535771,0.199218,0.498397,0.293232
587732156849654024,2888,40,3,25,2312,6,114.58420406,21.57741704,24.850895,24.066784,22.722313,21.813358,21.184519,0.922559,0.438533,0.197631,0.122199,0.260974
587732156849654247,2888,40,3,25,2535,6,114.61211612,21.56938029,26.047928,26.142515,23.946915,22.545929,21.883387,0.468188,0.425349,0.51112,0.229558,0.438314
587732156849652105,2888,40,3,25,393,6,114.60424368,21.55787285,16.599396,14.876136,14.231639,14.801852,13.879674,6.383363E-3,3.361127E-3,3.686886E-3,0.011964,4.073542E-3
587732156849652108,2888,40,3,25,396,6,114.59907511,21.55427738,15.875116,14.738493,14.507389,14.449187,14.461538,4.971022E-3,3.319794E-3,3.712499E-3,4.25124E-3,4.434017E-3
587732156849652113,2888,40,3,25,401,6,114.60149496,21.55293845,16.319542,15.200691,14.94768,14.860752,14.869598,5.739188E-3,3.406103E-3,3.77389E-3,4.295293E-3,4.75204E-3
587732156849652114,2888,40,3,25,402,6,114.61235081,21.55868081,15.122375,14.964877,14.38349,14.42577,13.485393,6.681896E-3,9.870906E-3,0.010248,0.0114,0.015849
587732156849652118,2888,40,3,25,406,6,114.60257206,21.55544908,17.272734,16.163277,15.864595,15.756016,15.751647,8.523879E-3,3.722519E-3,4.022894E-3,4.572602E-3,6.177488E-3
587732156849652120,2888,40,3,25,408,6,114.59817548,21.55533326,17.195887,16.082081,15.792457,15.711153,15.682903,8.712821E-3,3.798364E-3,4.048968E-3,4.630158E-3,6.209778E-3
587732156849652233,2888,40,3,25,521,6,114.5905615,21.55476789,15.843602,14.697605,14.466052,14.404662,14.430198,4.90569E-3,3.275716E-3,3.698254E-3,4.217096E-3,4.398734E-3
587732156849652235,2888,40,3,25,523,6,114.58773345,21.55659696,21.614986,20.648813,20.320648,20.211893,20.340225,0.134394,0.027356,0.027001,0.032331,0.129244
587732156849652236,2888,40,3,25,524,6,114.58865604,21.55638043,24.841028,23.628906,21.999027,20.827406,20.137255,0.926733,0.324803,0.108217,0.054279,0.109997
587732156849652273,2888,40,3,25,561,6,114.61021372,21.59427413,16.809862,15.665623,15.426702,15.361773,15.392342,6.976509E-3,3.522252E-3,3.902056E-3,4.407198E-3,5.524674E-3
587732156849652318,2888,40,3,25,606,6,114.57752621,21.58268104,15.543462,14.470875,15.412309,15.546692,14.168612,4.999219E-3,4.09506E-3,0.012772,0.014143,5.764551E-3
587732156849652319,2888,40,3,25,607,6,114.57959053,21.57930325,15.505934,14.341167,14.442891,14.857154,14.184391,4.641835E-3,3.465852E-3,8.20719E-3,0.012455,4.690401E-3
587732156849652320,2888,40,3,25,608,6,114.57920019,21.58008329,16.204338,15.164787,14.862414,14.792115,14.867935,5.932307E-3,3.443989E-3,3.645212E-3,4.173378E-3,4.9313E-3
587732156849652321,2888,40,3,25,609,6,114.58357045,21.58122488,18.285934,17.100105,16.660042,16.521578,16.73963,0.014068,4.522359E-3,4.538782E-3,5.158174E-3,9.337992E-3
587732156849652323,2888,40,3,25,611,3,114.57771148,21.58279667,24.617983,17.559029,16.258963,17.470261,16.218189,6.479264,8.878986E-3,0.014232,0.021671,0.010724
587732156849652325,2888,40,3,25,613,6,114.58274031,21.58045439,22.534109,19.67449,18.569103,18.025309,18.024258,0.313096,0.016412,9.244602E-3,8.129216E-3,0.020865
587732156849652326,2888,40,3,25,614,3,114.57826985,21.58292037,22.474146,20.580437,18.896765,18.581827,18.770706,0.507541,0.106814,0.018939,0.015706,0.047987
587732156849652330,2888,40,3,25,618,3,114.58202154,21.57932303,25.069387,24.945978,21.898682,20.849157,20.187912,1.00404,0.760641,0.116869,0.064468,0.134326
587732156849652332,2888,40,3,25,620,3,114.58119181,21.58108914,25.422995,24.926146,21.152863,20.647665,20.040709,1.191033,1.057679,0.085359,0.075959,0.165737
587732156849652413,2888,40,3,25,701,6,114.58410971,21.58777898,15.843488,14.705154,14.460153,14.382292,14.400846,4.873377E-3,3.291598E-3,3.715854E-3,4.280614E-3,4.410354E-3
587732156849652417,2888,40,3,25,705,6,114.58177931,21.58961935,16.784126,15.683079,15.339869,15.314154,15.26727,7.759836E-3,3.707092E-3,3.870921E-3,4.516569E-3,5.469691E-3
587732156849652430,2888,40,3,25,718,6,114.58591994,21.58714912,20.62536,18.682655,17.977203,17.699677,17.60807,0.062982,8.196512E-3,6.736998E-3,7.079826E-3,0.015683
587732156849652432,2888,40,3,25,720,6,114.58472044,21.59038943,23.385925,20.981438,19.699537,19.152689,18.816031,0.574614,0.035596,0.017204,0.015037,0.036595
587732156849652526,2888,40,3,25,814,6,114.5975842,21.59536273,15.891274,14.794602,14.5626,14.492624,14.500008,4.928361E-3,3.337045E-3,3.746149E-3,4.234429E-3,4.400522E-3
587732156849652527,2888,40,3,25,815,6,114.59361171,21.5933649,16.491385,15.391942,15.179872,15.11925,15.155019,6.102213E-3,3.451713E-3,3.845664E-3,4.346541E-3,5.129412E-3
587732156849652529,2888,40,3,25,817,6,114.5930464,21.5908529,17.151661,16.059269,15.771536,15.669305,15.670134,8.043256E-3,3.678988E-3,4.021857E-3,4.520118E-3,6.039538E-3
587732156849652531,2888,40,3,25,819,6,114.59079181,21.59310033,20.328827,18.570368,17.892265,17.637789,17.508572,0.050355,7.706312E-3,6.462688E-3,6.873517E-3,0.014612
587732156849652533,2888,40,3,25,821,6,114.60234837,21.59222597,20.711954,18.747244,18.023104,17.771393,17.671307,0.066674,8.44306E-3,6.855424E-3,7.230091E-3,0.016328
587732156849652534,2888,40,3,25,822,6,114.60111421,21.59472395,22.830618,19.71162,18.46674,17.959711,17.664204,0.382251,0.014824,8.415254E-3,7.881082E-3,0.01655
587732156849652536,2888,40,3,25,824,6,114.60138155,21.59425985,24.582655,21.125769,19.734364,19.152908,18.827375,0.948336,0.041696,0.019003,0.015874,0.037608
587732156849652537,2888,40,3,25,825,6,114.58951358,21.59344783,24.065819,21.249561,19.938267,19.344786,19.072771,0.858867,0.04392,0.020444,0.017009,0.044951
587732156849652538,2888,40,3,25,826,6,114.59943002,21.59494232,24.41927,21.73484,20.293692,19.641014,19.312313,0.933559,0.064748,0.026391,0.020921,0.053979
587732156849652542,2888,40,3,25,830,6,114.59604748,21.59194544,25.595221,23.178608,21.939671,20.829666,20.17211,0.653285,0.218801,0.100497,0.052329,0.110742
587732156849652544,2888,40,3,25,832,6,114.59486331,21.59331278,25.100271,25.118519,22.520454,22.002565,20.975813,0.856862,0.642131,0.167338,0.143313,0.218095
587732156849652557,2888,40,3,25,845,6,114.62236208,21.57526726,14.591812,12.207644,15.01317,11.85056,13.453501,5.324712E-3,9.200608E-4,0.011322,5.073151E-4,6.534945E-3
587732156849652558,2888,40,3,25,846,6,114.61464152,21.586337,16.880909,15.772206,15.511287,15.443158,15.454877,7.112857E-3,3.573711E-3,3.945442E-3,4.44809E-3,5.602231E-3
587732156849652560,2888,40,3,25,848,6,114.62278495,21.57421361,18.030945,16.693258,16.279396,16.150162,16.269691,0.016356,4.60628E-3,4.396717E-3,4.838014E-3,8.88235E-3
587732156849652565,2888,40,3,25,853,6,114.6181754,21.57609745,18.918653,17.520498,17.027142,16.802469,16.743208,0.020221,5.056031E-3,4.919658E-3,5.275297E-3,9.516407E-3
587732156849652566,2888,40,3,25,854,6,114.61932623,21.57438782,18.708044,17.419634,16.963955,16.798613,16.729616,0.017912,4.954276E-3,4.871225E-3,5.320255E-3,9.480144E-3
587732156849652568,2888,40,3,25,856,6,114.61738646,21.57385258,19.513882,18.018995,17.464481,17.227819,17.165981,0.029295,6.08643E-3,5.613331E-3,5.934302E-3,0.01206
587732156849652569,2888,40,3,25,857,6,114.61621306,21.58444023,20.181139,18.407938,17.748016,17.493418,17.360132,0.046267,7.291846E-3,6.263775E-3,6.598082E-3,0.013704
587732156849652570,2888,40,3,25,858,6,114.62080517,21.58218027,21.192028,18.914232,17.943941,17.574835,17.39402,0.096433,9.171738E-3,6.624994E-3,6.668761E-3,0.013703
587732156849652571,2888,40,3,25,859,6,114.61822902,21.58222288,20.553652,18.704065,17.994837,17.717981,17.615294,0.059513,8.242499E-3,6.751727E-3,7.044403E-3,0.015696
587732156849652572,2888,40,3,25,860,6,114.61268663,21.58673826,20.682182,18.74942,18.017935,17.726055,17.580599,0.065537,8.455467E-3,6.852112E-3,7.105708E-3,0.015463
587732156849652573,2888,40,3,25,861,6,114.61547473,21.58458568,21.931664,19.380568,18.48073,18.153872,17.954079,0.177811,0.012804,8.836878E-3,8.82822E-3,0.020202
587732156849652574,2888,40,3,25,862,6,114.61861796,21.57365595,22.503828,19.779552,18.824554,18.413443,18.260073,0.286825,0.015872,0.010308,9.936733E-3,0.024458
587732156849652575,2888,40,3,25,863,6,114.61728407,21.58425978,23.302473,20.505644,19.121609,18.531578,18.237881,0.543941,0.025323,0.012171,0.010407,0.024
587732156849653224,2888,40,3,25,1512,6,114.57600183,21.57186832,21.438667,19.252989,18.405884,18.104975,17.931335,0.11638,0.011026,8.117579E-3,8.383155E-3,0.019366
587732156849653229,2888,40,3,25,1517,6,114.57880275,21.57159278,20.40641,18.564539,17.901564,17.655403,17.531183,0.05291,7.701805E-3,6.505501E-3,6.989708E-3,0.014985
587732156849653230,2888,40,3,25,1518,6,114.57834601,21.57255469,23.014347,20.2029,19.102592,18.686293,18.511223,0.426845,0.020227,0.011843,0.011432,0.029113
587732156849653231,2888,40,3,25,1519,6,114.57800789,21.57386438,22.728367,20.733303,19.474506,18.959984,18.736851,0.338852,0.029366,0.014881,0.013342,0.034478
587732156849653232,2888,40,3,25,1520,6,114.57813508,21.57116644,25.242186,24.995735,22.363911,21.178169,21.666739,0.789341,0.640336,0.153399,0.074332,0.381855
587732156849653266,2888,40,3,25,1554,6,114.61873842,21.56471377,23.173452,20.867561,19.384193,18.713102,18.290823,0.490318,0.032956,0.014162,0.011573,0.025086
587732156849653475,2888,40,3,25,1763,6,114.61633204,21.56629365,24.096115,22.4109,20.561094,19.866608,19.524332,0.866928,0.1127,0.033369,0.02531,0.064787
587732156849653487,2888,40,3,25,1775,6,114.6127957,21.59033872,24.813538,21.657215,20.240665,19.604946,19.10936,0.956444,0.060335,0.025324,0.020299,0.046268
587732156849653488,2888,40,3,25,1776,6,114.61382798,21.58989097,24.40584,26.467182,24.501801,21.670645,20.937443,0.94486,0.332007,0.641194,0.106644,0.211891
587732156849653594,2888,40,3,25,1882,6,114.61756648,21.58845462,23.501287,22.132645,20.674049,19.871439,19.488174,0.625296,0.088733,0.035249,0.02521,0.062625
587732156849653755,2888,40,3,25,2043,6,114.59505744,21.55274687,24.669237,23.166302,21.530411,20.40469,20.018526,0.952954,0.215801,0.071874,0.037842,0.098325
587732156849653787,2888,40,3,25,2075,6,114.62247779,21.5667478,25.019062,22.791946,21.148079,20.226494,19.675022,0.884144,0.153966,0.051873,0.032459,0.073109
587732156849654217,2888,40,3,25,2505,6,114.57700847,21.5655635,23.478945,23.289709,22.708241,22.15032,21.866184,0.625437,0.251486,0.20526,0.172616,0.457033
587732156849654228,2888,40,3,25,2516,3,114.60496305,21.55225346,27.11101,27.365705,25.882483,19.784773,25.462713,0.722571,0.646739,1.940579,0.093139,0.469173
587732156849654229,2888,40,3,25,2517,6,114.5998577,21.55757694,25.97542,26.656422,25.198534,22.661003,22.028275,0.493486,0.28715,0.632962,0.258076,0.480561
587732156849654246,2888,40,3,25,2534,6,114.61660524,21.56432261,26.223997,26.840906,23.587317,21.900057,21.230783,0.397107,0.239526,0.402253,0.131616,0.271557
587732156849654249,2888,40,3,25,2537,6,114.58980315,21.59049281,23.9785,24.309822,23.629332,21.568575,21.047762,0.81306,0.509335,0.406283,0.098113,0.232162
587732156849652023,2888,40,3,25,311,6,114.57542793,21.55214888,24.609158,24.376118,22.289406,21.521837,20.691017,0.924892,0.518985,0.135738,0.094739,0.173654
587732156849652104,2888,40,3,25,392,6,114.61167361,21.55208692,15.351418,14.185332,14.920688,15.815104,14.028215,4.417875E-3,3.448953E-3,0.011943,0.01385,4.816706E-3
587732156849652107,2888,40,3,25,395,6,114.61353584,21.55459581,16.214251,15.934084,15.190031,15.150147,13.629441,7.419854E-3,0.016654,0.011625,0.012617,6.612245E-3
587732156849652109,2888,40,3,25,397,6,114.60751756,21.54984797,16.069948,14.956042,14.749648,14.68565,14.722365,5.265302E-3,3.326862E-3,3.739148E-3,4.245421E-3,4.632546E-3
587732156849652110,2888,40,3,25,398,6,114.59697618,21.54912397,16.459822,14.90468,14.484717,14.510916,13.840906,6.243897E-3,3.634803E-3,0.011375,0.01184,4.296015E-3
587732156849652117,2888,40,3,25,405,6,114.60077494,21.54832061,16.148329,14.478314,10.351397,11.001094,10.507596,9.042659E-3,0.010133,5.279859E-4,1.311232E-3,1.721648E-3
587732156849652121,2888,40,3,25,409,6,114.61631264,21.55623893,17.257816,16.166006,15.842966,15.777193,16.116409,8.474472E-3,3.793361E-3,4.057486E-3,4.6695E-3,7.668811E-3
587732156849652123,2888,40,3,25,411,6,114.61896716,21.5601469,17.696516,16.541241,16.192348,16.06646,16.037916,0.010475,3.996191E-3,4.213608E-3,4.709893E-3,6.884171E-3
587732156849652124,2888,40,3,25,412,6,114.6186158,21.55805222,18.582327,17.300541,16.864937,16.698841,16.645578,0.016741,4.735856E-3,4.775436E-3,5.24279E-3,9.069182E-3
587732156849652125,2888,40,3,25,413,6,114.61980601,21.56113429,18.9956,17.610384,17.10607,16.924345,16.863558,0.021357,5.450777E-3,5.116792E-3,5.618074E-3,0.01025
587732156849652131,2888,40,3,25,419,6,114.58187357,21.54686143,20.179211,18.844328,18.362957,18.205294,18.159554,0.045748,8.78825E-3,8.026359E-3,8.94247E-3,0.023495
587732156849652132,2888,40,3,25,420,6,114.58215052,21.54650638,24.529221,21.470762,19.324991,18.645817,18.296053,0.922873,0.057878,0.014319,0.011475,0.025647
587732156849652139,2888,40,3,25,427,6,114.57438667,21.55653618,15.605106,14.495233,14.2734,14.205132,14.234737,4.590088E-3,3.242482E-3,3.694498E-3,4.164177E-3,4.254454E-3
587732156849652140,2888,40,3,25,428,6,114.57819177,21.5599687,16.422829,15.305099,15.07292,14.998268,15.010277,5.987236E-3,3.358843E-3,3.798489E-3,4.281592E-3,4.908901E-3
587732156849652141,2888,40,3,25,429,6,114.57502912,21.56148268,16.868185,15.648142,15.237138,15.079273,15.045254,7.105704E-3,3.477909E-3,3.827322E-3,4.292033E-3,4.938549E-3
587732156849652142,2888,40,3,25,430,6,114.57737692,21.56341116,17.404524,16.284639,15.965182,15.861728,15.859221,9.044192E-3,3.750066E-3,4.06773E-3,4.612998E-3,6.446024E-3
587732156849652143,2888,40,3,25,431,6,114.57805887,21.55924596,20.67976,18.513342,17.558386,17.319172,17.164589,0.067215,0.011025,6.659621E-3,6.909596E-3,0.013335
587732156849652144,2888,40,3,25,432,6,114.57244121,21.55859348,20.228464,18.467882,17.810541,17.55636,17.43775,0.046014,7.310173E-3,6.246257E-3,6.642533E-3,0.014057
587732156849652145,2888,40,3,25,433,6,114.57994499,21.55853004,21.636187,19.202848,18.143009,17.742363,17.525518,0.136301,0.010739,7.174179E-3,7.184729E-3,0.014937
587732156849652146,2888,40,3,25,434,6,114.57573252,21.55940386,21.732901,19.5543,18.602894,18.268169,18.10001,0.147598,0.013206,8.924116E-3,9.066702E-3,0.021775
587732156849652147,2888,40,3,25,435,6,114.57783568,21.55773398,24.489985,20.420717,19.14406,18.552494,18.257393,0.922341,0.023331,0.012098,0.010501,0.024288
587732156849652148,2888,40,3,25,436,6,114.57066761,21.55947879,24.675678,21.849869,20.337002,19.655365,19.283615,0.927693,0.07046,0.027027,0.021076,0.05316
587732156849652149,2888,40,3,25,437,6,114.57634392,21.56250795,25.130182,23.86833,22.454031,21.756336,21.153074,0.830719,0.381368,0.15763,0.116315,0.254812
587732156849652172,2888,40,3,25,460,6,114.56819436,21.57569007,19.256037,17.899033,17.249846,17.089392,17.087103,0.024964,5.915988E-3,5.153988E-3,5.770567E-3,0.011725
587732156849652173,2888,40,3,25,461,6,114.57161244,21.57799255,20.436535,18.465315,17.642641,17.309521,17.163374,0.054032,7.33494E-3,5.883651E-3,6.115356E-3,0.011972
587732156849652177,2888,40,3,25,465,6,114.56820145,21.57619154,21.308832,19.496071,18.894236,18.451513,18.123913,0.121021,0.014973,0.012043,0.011115,0.024441
587732156849652188,2888,40,3,25,476,6,114.56974254,21.57640509,25.166502,23.756029,21.789635,20.695477,20.207497,0.817018,0.349534,0.087477,0.046954,0.113533
587732156849652219,2888,40,3,25,507,6,114.58261944,21.55358061,19.820444,17.988251,17.269783,17.019733,16.891991,0.037757,6.053641E-3,5.284984E-3,5.661926E-3,0.010507
